index,comments
854,"Vội hả, vội đúng ko. T từ từ gạt chân chống xuống và lấy điếu thuốc ra hút. Bạn cay tôi hả, nhưng bạn làm gì được tôi, báo chính quyền ư 😏"
855,"Xã hội nhiều thành phần mà , đâu phải ai cũng biết đếm"
856,Quốc tính dân tộc r bàn gì nhiều 🤡
857,Giao thông văn minhh
858,"Mong sớm loại bỏ còi, nhạc loa kéo, âm thanh đinh tai ra khỏi môi trường. Mong vinfast khỏa lấp xe cộ và dùng A.I lái xe, sớm đuổi cổ xe máy ra khỏi đất nước hòa bình này"
859,"Mọe đậu lấn qua vạch người đi bộ mới không thấy đèn, ở đó mà tình ngay với chả lý gian."
860,Thêm mấy thằng l đèn xanh k chịu đi cứ dừng xe bấm điện thoại. Giao thông bây giờ hãm l thật sự
861,Trang Đài Trần người già cũng sợ
862,"Đôi khi chết vì người phụ nữ mình yêu, dễ hơn phải sống với họ."
863,":)))) Không, t muốn một mình mãi thật\nT nhét bây vô sâu thẳm bên trong t mà nhìn xem có ước ao bến đỗ nào không này"
864,🙂
865,Tâm lý mỏng manh ko dám mở lòng 🥹
866,"Thương gì mỗi người trẻ, người già cũng sợ mà :)))"
867,Mình tưởng những người đã lấy chồng mới thích 1 mình 🤔
868,Độc thân chất lượng cao đó mấy bồ ơi 😂
869,trải qua mới hiểu
870,Sâu thẳm của t là nhiều bến đỗ nhé🤣 vtv cứ suy từ bụng mình ra bụng giới trẻ là thế nào 😌😌😌
871,đúng đúng đúng đúng
872,𝑵𝒈𝒂̀𝒚 𝒎𝒐̛́𝒊 𝒗𝒖𝒊 𝒗𝒆̉ 𝒏𝒉𝒂 (Hệ thống tự động bình luận)
873,Mấy hôm nữa lại chị có nói thế đâu giống vụ chữa lành 🤣🤣
874,May Lily thích một mình nhưng sợ cô đơn :))
875,Chính xác 😔
876,💆🏻\u200d♀️
877,"Tao sẽ lập hội ""Những người già thích một mình nhưng sợ cô đơn"" 🥹"
878,Thích một mình nhưng sợ cô đơn 🎶
879,""" Ngồi im ty sẽ tới "" là cái câu xàm lờ nhất. Ngồi im thì chỉ có tuổi sẽ tới chứ chả có cái mẹ gì tới cả. Mà khi có tuổi tìm ng nch hợp tần số cùng suy nghĩ thì ng ta có gd hết rồi. Nch với ng trẻ hơn thì lại mau nản vì 1 bên muốn yên bình, 1 bên thì chỉ xác định yêu cho có chứ ko có xác định sâu xa gì hết :)))"
880,Sao t nhìn ra cô Đậu Đậu Ăn Đậu vậy Nguyen Quynh Anh
881,Hãy yêu thương bản thân mình\nTự khắc có ng yêu thương bạn\nVì vậy hãy chăm chỉ tập thể dục thể thao nhé mấy bà .\nCoach 1:1 off tại hnoi giá chỉ 3xx/ buổi tập nhaaaa
882,"1 là xấu quá đéo ai yêu và cũng đéo tán đc ai, 2 là ăn nói vô duyên quá nên cũng đéo ai yêu, và cuối cùng là nghèo quá đéo có tiền mà yêu nên đành phải nói là thích 1 mình. Ngoài 3 trường hợp trên thì phần lớn là đến mùa sinh sản tìm bạn tình rồi kết hôn lấy vợ lấy chồng bt 🤣🤣🤣"
883,"Mình cũng không còn trẻ nhưng rất sợ phải yêu thêm một ai đó nữa, sợ tổn thương, sợ lại nếm trải những niềm đau trong cô đơn.\nCụ thể là vợ biết nó đánh cho không chịu nổi :((("
884,Già như t còn sợ nữa là trẻ
885,"1 số bạn bảo thực sự muốn 1 mình thì mạnh mẽ sống alone tới 40 tuổi biết liền, ngta thì con cái gia đình, đau ốm có chồng chăm, con cái biết nấu cơm phụ giúp rồi, ra ngoài đường Noel có ng quàng khăn, đưa đi ăn uống còn bản thân 40 tuổi là bố mẹ xế chiều rồi, ai chăm cho mình mãi :))) nhìn ngta mà thèm"
886,Gọi là với không tới
887,"Đâu gì tụi trẻ ,37t vẫn sợ mà😂"
888,Ai chứ tôi ko sợ
889,Qua 45 tuổi là khác ngay chứ mới tầm 19 đổ lên tới 28 thì vẫn còn ngây thơ lắm
890,Hay mình già thật r nhỉ 🙁
891,:))))) hehhe
892,"Thôi yêu làm gì , ở một mình nuôi thân béo mầm"
893,Làm nào lại lên báo thế b Minh Hường
894,"Đặng Thị Sen khi sáng nói c quay tivi bài viết ni rồi mà đen , đang đi làm ở Tohoku"
895,Nguyễn Thị Ngọc Trâm ai chụp bạn vậy
896,Thanh Huyen Nguyen Phan già cũng sợ
897,🟢🟡🔴 Website: TimeCloud .vn Cung cấp VPS - PROXY chính hãng đa quốc gia• 922 proxy • PIA proxy • Uy tín lâu năm trên MMO4ME hekeo
898,Tôi đéo bao giờ tin tình yêu. Chỉ là con người đang cố tình gọi nó là tình yêu thôi. Vì chỉ khi sóc lọ tôi mới nghĩ yêu đó. Lý do là để đn với họ. Đm không thể tin được.
899,Thu Huyền thăn sợ yêu :))
900,Hoặc là xấu như khỉ
901,Hồng Bora Hương Hương Võ Phạm Thị Trúc Linh 3 bây
902,Thuỳ Nhung Thùy Trangg
903,Dương Kiều Oanh 2ce mình nhớ đùm bọc nhau mà sống...
904,Lê Duy Anh Huy Hoàng Hải Long t cần thêm cấp cứu két nữa
905,E vs sốp Võ Hoài Hòa Thuận còn ng chụp là Lan Chi
906,Ank Thư Bế Thị Trà My cấp cứu
907,Tuấn Trung Mai Anhh 2 bạn mảnh à
908,Lê Lê Ngọc Hân Trang Thu Nguyen
909,Ngần Tiger quen quen
910,Hạ Băng bạn thấy sao :))
911,Tuấn Anh mãi là ae :))
912,Giang Huong Tuyết Thảo lúc mới nhìn tui tưởng 2 con chim đu dây điện
913,Cái gì quan trọng thì mình cứu trước!
914,Nhìn tưởng 2 con chym đậu trên dây điện cho đến khi thấy thùng beer
915,Tình bạn là khi cô đơn mệt nhoài mình đã có nhau bên nhau :))))Para Cetamol
916,Ko có thùng ấy thì chả còn chuyện gì để nói hết á🤣
917,1khi đã máu thì bão lũ cũng chơi 🤣
918,như bóng ma tula vậy :)))
919,Đang chuẩn bị cho miếng đu đủ vào mồm mà nhìn thấy cái ảnh này suýt sặc. :D
920,Hình ảnh tôi cùng Nguyễn Đức đang vất vả thồ két bia về cho thầy Toại Lê nằm nhà kêu khát
921,Thảo Trang duyên số sinh ra chúng mình
922,Tuệ Bích Ngọc Trần t thấy bóng dáng của 2 đứa e tao
923,Bia Huda phải không mn
924,Phạm Thanh Sơn lụt năm nay nhé ông cháu
925,"Trần Khánh Linh nhớ cái cảnh b phải nghe tôi, tôi cảm động lắm 🥺🥺🥺. Mình làm két nhé :))"
926,Cảm lạnh
927,Hà My chắc ngọc ngố mí ly đao 🤣
928,Nguyen Tuyet cảnh này thât quen thuộc 😂
929,Dương Văn Hào thế mà nhằng cái huỷ kb
930,Đậm tình miền trung.😂
931,Kim Phụng có ngày gặp cảnh này 🤣🤣🤣
932,Linh LOve hnay mưa phủ bay à
933,Bạn cỡ này cơ mà Nhâm Ngọc Toàn
934,Mai Thiều ko bao giờ lìa xa dù mưa gió bão bùng
935,Phạm Tấn An tôi với bạn có nhau
936,Linh Dâu phải như này này :)))
937,Bùi Huy cũng lâu lâu rồi đấy
938,Phú Phạm hèn chi phong giận phú phải gòi
939,Phương Trần bộ chi mắc nhậu lắm hả
940,Thường Thôi nhìn bạn bè ng ta
941,Lê Tiến vào việc :)))
942,"Lê Ngọc Trinh mặc áo mưa đi nhậu m,à"
943,Mi Hoang
944,Vinh Nguyễn và Châu Trần Tiến Đạt
945,Lê Minh Thiện Dung Lê cố lên 2 e kkk
946,Kiên Hoàng 🤣🤣🤣
947,"""Siroo's HạnH sợ kkk"""
948,Kim TuyếnĐặng Mạnh
949,":)) xem rớt mẹ đt luôn ạ, vô liêm sỉ vl :))"
950,"Đấy, thế mà cõi mạng chúng nó bảo tiền ko mang lại hạnh phúc. Chỉ cần thanh toán chiếc bill 1 củ bạn đã có ngay gói combo gọi dậy ăn sáng kèm những lời chúc ngọt ngào cho ngày mới.\nNhanh tay, nhanh tay nào...🤣🤣🤣"
951,Không cần cà phê mà anh cũng làm em tỉnh cả ngủ
952,"Cái giá của sự quan tâm là 1 chẹo , đma a bào giỏi vậy a😆😆"
953,Thương cái xương không còn mà 😆 Thương em cho anh xin 1 trẹo😆
954,Hạnh Nguyễn chào buổi sáng chị iu cho e vay 1tr 😆😆
955,Mai Thị Lan Hương 🤣🤣🤣
956,Mong các mạnh thường quân thấy và nhổ nước bọt 😒
957,Chào buổi sáng tỉnh cm ngủ =)) Yến Nguyễn
958,tao nghe mùi của dừa Khoa Tri Nguyen 🤣🤣🤣🤣
959,Nể mỗi cách sống của vợ Đào Anh :))
960,Ngoan anh thương :))))
961,Lâm Nguyễn tự dưng thây quen :)))
962,Lily Nguyễn c iu ơi c dậy chưa:))
963,"Linh Nguyễn b ơi t cũng hỏi thăm b , b cho t 1 chẹo đi 🤭🤭🤭"
964,Hương Giang Hoàng Giang Hoàng Thanh Hương chào buổi sáng mấy ní
965,Chào buổi chiều anh yêu =))) Phùng Minh Hoàng
966,Trần Ba Tê đại ca ăn cơm chưa 😅
967,Huyền Trang muốn đc quan tâm ko kìa
968,Pham Tung Anh :))))
969,Gớm đm nhà a :))) thương cái xương chẳng còn a bào hơn cả cái máy bào mà vẫn lừa đc bnh e ngu ngốk 🙂\u200d↕️
970,HuyenTrang Pham Trần Phương Trinh thương ;))
971,Lời hỏi han quan tâm đáng giá 1 củ 🤣
972,Tốt nghiệp Đại Học Mỏ Địa Chất
973,T có mất xu nào đâu mà vẫn được chúc gần như mỗi ngày 10 năm rồi
974,Nhan sắc của thằng đó mà quen cùng lúc nhiều đứa như vậy tui cũng nể mấy kia thiệt 😒
975,Muốn chửi thề thế nhỉ
976,Tl sao cho ngầu ạ
977,"Xin page đừng đăng nữa, đây là đứa bạn Đỗ Thế của t. Nó hối hận lắm rồi"
978,Đm anh =))))
979,Không ạ
980,"Có ai muốn mình nhắn tin hỏi thăm , quan tâm như này mỗi buổi sáng k? 🤣"
981,Đéo
982,"Nguyễn Nhật Anh 500k thôi, có đc ko 🥹🥹🥹"
983,Phạm Hoàng Hải chúc anh buổi trưa vui vẻ. Cho e vay 5 triệu nào
984,"Cái giá của hạnh phúc mà, quá ư là rẻ rồi"
985,Phải anh CA Thái Bình ko
986,"Đấy là mới chào buổi sáng thôi đấy, còn trưa, chiều, tối, đêm =))"
987,Lại À nữa r
988,"Chua xót, kk"
989,Cuoi ia?
990,Quê nhỉ
991,Huy ngoan em thươngg…
992,Yến Nhi Tống cái giá của nhi yêu ơi=))))))))))))\n)))))))))))))))\n)))))))))))))))\n)))))))))))))))\n)))))))))))))))\n)))))))
993,Hien Nguyen Chào buổi sáng em yêu 😗
994,Đinh Quang Trung cứ hôm nào quan tâm là y như hình
995,Dương Thị Thùy Hoàng cần anh hỏi thăm không?
996,HưƠng TrẦn 🤭🤭
997,"Cậu em mà có làm cỗ nữa thì gọi chị nhé. Chị chỉ cần 10tr thôi là bóc cả ngày được. Tính toán nhanh nhẹn, chuẩn xác, ghi tên đầy đủ. 😆"
998,Khối ông lại hỏi thế mẹ của cháu có chồng chưa hoặc mấy bà lại hỏi thế Cậu cháu có vợ chưa cho mà xem. 🤣🤣
999,Mẹ nào cũng thích công việc đó con ạh 🤣
1000,đam mê của tất cả các bà mẹ con ạ😂
1001,Đây là công việc đam mê của các bà mẹ🤣🤣🤣
1002,Bách Thảo mẹ nào chẳng thích 🤣🤣
1003,Tả rất hay và chân thực. Bé xứng đáng đc 20₫ cho bài văn này
1004,"Đếm hộ được cho 100 triệu chị cũng rất thích, chị cảm thấy đây cũng là công việc yêu thích của chị 😆😆😆"
1005,Thích nhất đoạn cậu cho 100tr nhé con :)))))
1006,Không phải chỉ có một mình mẹ con thích công việc đó đâu con.mà toàn thể phụ nữ trên trái đất này đều có chung sở thích giống mẹ của con đó.😁😁😁
1007,Hôm nào cậu con có cỗ nữa thì bảo cô qua bóc hộ cho nha. Cô cũng rấc thích cv này 😂
1008,Thuý Tùng mẹ em thích nhất là công việc đếm tiền 🤣
1009,Chả bù cho cậu nhà mình 🤣🤣🤣🤣🤣
1010,Công việc mà ai cũng thích chứ k phải mình mẹ cậu đâu🤣
1011,Tiến Hòa Ngọc Thuý công việc mẹ nào cũng yêu thích.
1012,Nguyễn Dung haha kể e với bá có thg cậu như trong chuyện này nhể 😂🤭
1013,Charlene Bui
1014,Thật thà Nguyễn Thị Hồng Ngọc
1015,Duy Phong Ngo chị cũng thít lắm 🤣🤣
1016,Bùi Diễm Quỳnh
1017,Ngân Ngân Thuỷ y thích côg việc này k
1018,Quynh Trang
1019,Lien Vuong
1020,Hiền Cathy 🤣🤣
1021,Lại Thuỷ đây chính là con dì Thu Hà viết về mẹ và cậu Long Thành đây
1022,Lan Phương Nhung Đinh tiếc quá ce m ko có em cậu. môn này kể cũng vui:))
1023,Chỉ có con là hiểu mẹ nhất 🥰
1024,Bao giờ nhà cậu có cỗ nữa thì gọi chị phụ nhé 😂
1025,Thành Đạt m viết văn à
1026,Hạnh Gấu sau này gấu lợn viết bài mẹ e rất thích xin tiền bố e mặc dù mẹ đã lấy hết tiền của bố e 😢
1027,Trần Đức Chinh việc nhẹ lương cao:)))))
1028,Nguyễn Phúc
1029,"Con à, cô đăng kí 1 chân dự phòng, bữa nào nhà có cỗ hoành tráng như thế ới cô qua đếm phụ cậu con nha, đảm bảo ghi tên đầy đủ, cô chỉ lấy 90 tr thui ☺️"
1030,"Nhật Phan Thu Hiền công việc yêu thích của chị cũng vậy, 2 em cưới xong thuê chị bóc nhé, công bóc trả bằng người ta là được rồi, chị k đòi hỏi hơn đâu. Tại trong lúc bóc thế nào chị chả sơ cua cho mình phòng lúc tụi m quỵt 🤧🤧"
1031,"K chỉ riêng của mẹ cháu đâu, cô cũng vậy🙂"
1032,"Cậu cháu khi nào lại có cỗ nữa thế, cô k chỉ biết bóc phong bì mà cô còn biết rửa bát nữa. Cháu giới thiệu cho cô nhé cô trả phí cốc trà sữa full trân châu 😂😂"
1033,K phải mình mẹ e thích đâu
1034,Meo Vàng cv yêu thích của mọi bà mẹ . Kkkk 😝
1035,Cv này ai cũng thích con ạ 😂
1036,Mẹ nào cũng yêu cv này con à 😆😆😆
1037,Hoài Lịch Nguyễn Đức Thiên bài văn của thg Bim à
1038,Hoàng Trường Giang lấy vk để c bóc p.bì mỏi tay cái
1039,Đỗ Anh Minh đâu cậu đâu cho xin 100tr
1040,Trang Nguyen chăcs bài của S :)))
1041,Dương Văn Thanh mẹ con k cần 100tr đâu cậu 50 mẹ con cũng vui vẻ lắm rồi 😂😂😂
1042,Nhặt căm pốt những năm 95 để thổi bóng 🥲🥲🥲🥲
1043,Đoạn văn cao rẽ ra nguyễn đình thi nằm nhiều quá quen cả anh chủ ven hồ hotel=))
1044,Ngồi sau xe 3 anh thì chia tay cả 3 🫠
1045,"Năm 2013 2vc mới yêu nhau . ra hồ tây ngồi nc quay trái , quay phải cách cứ cách nhau 1m lại có 1 đôi hôn nhau chóp chép, 2vc ngại quá phải dắt nhau về 🤭🤭"
1046,Mỗi lần đi 1 vòng là xe lại hỏng mất phanh lao thẳng vào nn =)) dớp r
1047,"Bằng lăng tím, muồng hoàng yến 😊"
1048,Cứ tráng miệng 1 vòng hồ Tây r đi đâu tính sau
1049,Cãi nhau chí choé xong về đường ai nấy đi 🤣
1050,Kỷ niệm với Hồ tây là book ks TL 1đêm 1 củ mấy mà toilet dơ vcl 🤣
1051,"Lượn 1 vòng Hồ Tây vs nyc cũ, sau này ngồi Hồ Tây cũng chia tay vs nyc luôn :)))))"
1052,"iu anh nào ít thì đi hồ gươm, iu nhiều hơn tí thì rủ đi hồ tây tại vòng hồ tây to hơn =))"
1053,Đang đi đc 1/3 hồ thì mắc đé 🙂má phóng về nhà muốn điên luôn
1054,Thả diều đứt dây bay xuống hồ :)))
1055,Ny tao xem gg map và suýt chỉ t ra giữa hồ tây :))
1056,Đi 1 vòng hồ tây về sốt cả đêm 🙃
1057,Nhà mấy đứa nyc tao ở Hồ tây
1058,1 đêm bị cho lượn hẳn 7 vòng hồ 😅
1059,Ngọc Quỳnh cô bé và chiếc lốp xe
1060,"Rẽ k xi nhan bị cơ động tóm. Lại phải giở trò ""Anh ơi em sv mới lên học nhà nghèo không có tiền"" thế là thoát 😆"
1061,rượu ốc 🫡
1062,Minh Hiếu bao vina và quả dừa :))
1063,"Đi qua thấy chúng nó bóp zú mình trêu tí, cậu kia lấy cả dán ti của ny ném mình 🫣"
1064,"Thối, rất thối !!!"
1065,Ngồi ngắm nước hồ thăm thẳm 😂
1066,Đi lượn quanh bờ hồ ngắm các cặp đôi 🤣
1067,Chơi với mí con lone\nTụi nó ròng tao đi mấy vòng hồ\nLượn từ đêm tới 5h sáng\nXong đứng tập thể dục\nMặt hướng về mặt trời\nÝ là đón bình minh đồ đó 🤣\nDữ dội nghen
1068,Đc bạn Minh Hảii cho quả lượn bao ê mông =))))))
1069,Hai đứa đứng dầm mưa để đợi lễ hội ánh sáng và không có gì hết
1070,Học bơi 1 tuần mà vẫn ko biết bơi :((
1071,Muỗi đốt
1072,trả có kỉ niệm lol nào đẹppp cả
1073,"Trần Công Toàn đèo nhau gần hết vòng rồi hỏi anh đỡ nóng chưa để ôm mà vẫn trả lời chưa, anh vẫn nóng =))) chán"
1074,Tôi và Dương Minh Hân phải chạy gần 1 vòng hồ Tây để tạm biệt nhau gấp. Lý do: bồ tôi ghen. 🤣🤣🤣
1075,Lần đầu tiên được ra hồ Tây k biết là hồ gì bạn mình bảo đây là hồ nước ngoài
1076,Bị CSCD phạt vì tội k đội mũ 🤧
1077,Tui cũng có nh kỉ niệm ở đây
1078,"hết xăng giữa hồ, em ơi anh hết xăng giữa hồ 🥲"
1079,"Hẹn hò cùng bạn tên Tùng đi ăn phở cuốn ngũ xã, xong lượn vòng hồ Tây, thế đéo nào lại buồn đái ko chịu nổi thế là bảo bạn dừng xe vệ đường đái bậy, lại còn xui đến nỗi hôm ý mặc jum, tổ sư trần chuồng đái bậy luôn cha mạ ơiiiiii"
1080,Cho cá Hồ Tây ăn no chè vào 1 ngày mưa gió 😂
1081,Rất đau 🤣🤣🤣
1082,Đang ngồi tán gái thì bị 4 thằng bất ngờ lao vào cầm gậy với gạch cướp xe =))))) 2010
1083,3 lần đi Hồ Tây. Lần 1 nyc đèo đi hóng hớt 1 vòng. Lần 2 bạn gái thân đèo đi hóng hớt 2 vòng. Lần 3 ny đèo đi hóng hớt vòng nữa r gửi xe cuốc bộ về nhà????
1084,Ăn kem ở hồ tây
1085,Thôi đừng nhắc nữa
1086,"Văn Quý cho gái hôn thế là có người iuuuu, thổi bánh Happy Birthday,… =))"
1087,T oải nhất là khúc đi chơi về mệt mà còn xách lỉnh kỉnh đồ xong về nhà phải dọn rửa các thứ kkk
1088,Ăn uống sao cũng được nhưng sợ nhất mấy nhà đi biển bày đồ ăn đem theo ra ăn nhậu xong bỏ 1 đống rác tại chổ. Hãi hùng
1089,Cảm thấy chuyện này nó cũng chẳng có gì để mà tranh cãi ấy. Ai thích ăn j thì ăn ai yếu bụng đi cho vui thì có khi đi xa đổi chỗ ăn cơm nhà lại ngon 😂 nói chung ăn sao thì kệ ngta thôi.
1090,Lên xe ăn nhiều nhất chứ phải.Bày đặt trịch thượng ko có mà ăn 🌝🌝🌝
1091,"Gia đình nhà người ta mắc mớ gì đâu mà nói ghê dữ vậy, có ảnh hưởng gì đến kinh tế người khác đâu mà :))"
1092,Khi mà gd có nh đảm việc nấu nướng thì\nThứ nhất bản thân ngta muốn chăm sóc cho cả gia đình việc ăn uống nhất là có trẻ nhỏ thì lại rất cần vì nh khi sẽ đảm bảo vệ sinh an toàn cho cả nhà\nThứ hai là khi gd có 1 người đam đang như vậy thì mọi thành viên đều muốn giao phó vc ăn uống đi chợ cho ng đó\nThứ 3 là tất cả yêu cầu ăn gì uống gì sẽ dc lấy ý kiến của mọi ng và mọi vc gd ngta cảm thấy như vậy là vui vẻ thoải mái là dc
1093,Hương vị gia đình.Có gì mà tranh với cãi.T nói mấy cái đứa cmt trên kia bame tụi bây mà đọc đc chắc tụi bây ăn chưởng 🌝🌝🌝
1094,mang đi thì ngon :)) chắc gì đồ ở chỗ du lịch ngon lại sạch :)) chưa nói đắt
1095,Mấy đứa cmt trên đó thật bất hạnh 😂
1096,:)) mình thấy đi du lịch gia đình vậy vui mà. Kiểu đi đường dài thấy đói thì có đồ ăn ngon mà không phải dừng ăn tạm một quán trên đường vừa đắt vừa không ngon thậm chí xui thì gặp phải quán ế nó cho ăn đồ hỏng. Cũng không làm ảnh hưởng đến thời gian di chuyển
1097,Mang hay ko mang tuỳ mọi người. Nhưng nhớ giữ gìn vệ sinh chung
1098,Tao đớp ko thiếu 1 cử nào đồ ăn nhà đem theo và tới khuya tao đi ăn thêm đồ đặc sản 🤣🤣🤣 Diệp Nguyễn
1099,"Chả có j phải tranh cãi.thấy vui là đc.mỗi nhà 1 nếp.tính mỗi ngkhac nhau.lười thì ko mang,thích thì mang thế thôi.ko mệt mỏi ko cáu kỉnh là đi chơi vui r"
1100,Tao mà đi du lịch là t nhịn ăn chứ là muốn ngắm cảnh thôi chứ tiền chỉ có để đủ ăn vặt :)
1101,"Nhà mình đi lễ + đi biển luôn làn nào đi cũng mag theo 2 lọ dưa bắp cải nhé, ăn cơm cũng mag dưa vào, ăn hải sản vẫn kèm theo đĩa dưa muối nữa? k lần nào là bác mình k tự muối dưa mag đi 😙. Dưa muối cho lọ có nắp đóng đậy đàng hoàng nên k có mùi"
1102,"Bởi du lịch có 2 kiểu: 1 là DL hưởng thụ ; 2 là DL trải nghiệm, khám phá."
1103,mình thích 😂
1104,"Ủa dui mà mng, ai chưa trải qua sẽ thấy kì thị, riêng nhà mình là bao vui nha"
1105,Vui mà. Đem theo là để ăn trên xe chứ có pải đến nhà hàng hay đến ks ăn rồi k đi ăn nhưng thứ khác đâu nhỉ. Bọn t đi cũng thế đem bánh kẹo trái cây. Bánh mì ai đói thì ăn.
1106,Làm nhớ hồi nhỏ đi du lịch ngồi trên xe ăn cơm nắm với chà bông quá…🤤🤤🤤
1107,"Mỗi người 1 sở thích, điều kiện kinh tế khác nhau, nên ko thể lấy tiêu chuẩn của mình áp cho người khác. Du lịch quan trọng nhất là được đi với người mình yêu quý, còn ăn uống từng vùng cũng rất hay, nhưng chỉ là 1 phần thôi."
1108,"Đi du lịch mỗi người có 1 mục đích khác nhau, cái căn bản là bạn không thể áp đặt cái việc bạn không thích vào người ta được."
1109,Hoàng Duy mới nói luôn
1110,Ngta thấy vui là đc có sao đâu
1111,"Du lịch bền vững khác , du lịch trải nghiệm khác , du lịch để khoe mẽ hưởng thụ nó lại khác nữa . Tuỳ mục đích đi du lịch và quan điểm du lịch mỗi ng thì n khác nhau. Nta cảm thấy phù hợp vs nta k gây mất thẩm mỹ , mất vệ sinh , mất đi vẻ đẹp văn hoá hay ảnh hưởng đến xã hội thì k nên phán xét , đánh giá ng khác . Với mình đi du lịch cũng có cbi đồ ăn cho những lúc nhỡ nhàng như delay , đi nơi xa ít hàng quán… vừa tiết kiệm vừa an toàn thực phẩm cũng k ảnh hưởng đến ai. Mỗi ng có một tiêu chí du lịch riêng đừng đánh giá tiêu cực như vậy"
1112,"Trước tiễn thằng em đi nước ngoài. Ba má nó tinh ý chuẩn bị nước, đồ ăn nhẹ và một vài ổ bánh mì chả lụa. Vô sân bay ngồi đợi thằng nhỏ làm thủ tục mất cả buổi. Trong thời gian đó ngồi ăn, trò chuyện sẵn tâm sự đôi điều với nó. Vừa vui, vừa tạo được động lực cũng như cảm nhận được không khí gia đình trọn vẹn từng giây phút. Cái ghé đi vệ sinh, nhìn chai nước ngọt ở sân bay với giá tô phở đã cảm thấy cao ngút rồi. Mới thấy ba má tinh ý và chu đáo như thế nào….\n\nMỗi nhà mỗi cảnh nhưng tiết kiệm và chủ yếu là tạo không khí sum họp, chia ngọt sẻ bùi thì có gì đâu mà phải ngại hay sợ người khác ý kiến sao nè. Họ nhìn thì mình ăn, mình no chứ họ có ăn giùm mình đâu mà lo."
1113,"Uii bản thân tao từ nhỏ tới lớn có đi du lịch với gia đình t còn k qtam ăn đồ đem theo hay đồ tại chỗ nữa kìa. Có no bụng là được, mê chơi mà. Bày đặt làm sang chi cho cực z"
1114,"Thích nhất đi du lịch với các bà, chỉ việc vác xác đi còn đâu đồ ăn các bà lo cho từ a-z 🤣 lên xe các bà hậu cần, con cháu xếp hàng chờ lấy đồ ăn 🤣 và trong quá trình du lịch còn hoa quả bánh trái đủ thứ k thiếu 1 cái gì. Nhà tao năm nào cũng đi du lịch đại gia đình nthe và tao rất thích nthe 🤣 Mỗi nhà 1 nét văn hoá, ngưng phán xét đi cm ơiiii"
1115,"Đi đông thì ra nhà hàng cho nợ nần hả má kkk. Đại gia đình t mà đi du lịch là t book nguyên căn villa, đi đông nên t lựa đi ngày thường giá rẻ lắm, villa có biển có hồ bơi luôn ko cần phải đi đâu xa xôi hết\nRồi villa thì có đầy đủ chén dĩa xoong nồi nên lúc gần đến khách sạn nói bác tài chở ra chợ ở tỉnh đó mua gạo, hải sản tôm mực cá bề bề nghêu sò ốc hến... rồi bia nước ngọt,đá ... đầy đủ rồi chở hết về villa nấu nướng cả nhà ăn, vui lắm luôn nha cả đại gia đình ai cũng ưng hết. Vừa được ăn ngon, ăn hải sản của tỉnh đó, vừa hợp khẩu vị gia đình nữa.\nRồi thì đi tham quan các nơi xong có thích ghé chỗ nào nổi tiếng nữa thì ghé thôi"
1116,"Nó vui, bình thường ko bao giờ ăn bánh my với mấy lát giò và xì dầu nhưng cứ lên xe thì món đó auto ngon"
1117,"Đem cũng được. Nhưng phải vui vẻ và xác định là mình tự nguyện. Đừng có kiểu 1 dòng họ 3 đời đi chơi nhưng chỉ có đứa cháu bị bắt làm đủ việc chỉ vì các cô ghét mẹ nó - tức là chị dâu, còn bà nội thì bênh con gái. Đừng có kiểu vì gói xôi mà cô chửi cháu, bắt cháu nội phải nghe những lời mạt sát mẹ nó vòng vèo qua nó.\n\nĐi du lịch mang đồ ăn ko đáng sợ bằng việc đi du lịch mà mang đồ ăn rồi phải đi cùng các cô và bà nội.\n\nEo tởm tởm là."
1118,"Mình thì thấy mỗi ng 1 suy nghĩ thôi chứ có gì mà tranh với cãi. Tuỳ mục đích du lịch. Ng đi du lịch để khám phá, ăn đặc sản từng vùng. Còn ng muốn đi dl để gắn kết tình cảm gđ. Miễn sao đi du lịch để vui. Mịn thấy vui là đc"
1119,Đi dulich mà còn bày bừa đồ ăn thì ở nhà mở tivi điều hoà lên cả nhà sum vầy đỡ phải đi cho mệt.
1120,Ngày xưa mỗi lần đi du lịch bà t lại nắm cơm với muối vừng hoặc bánh mì chả mang đi. Phòng trg hợp đói không dừng xe lại ăn được.
1121,Mấy đứa gọi là bất hạnh chắc nó mồ côi k có gia đình nên đâu được đi du lịch với cả gia đình đâu mà hiểu
1122,"Mình ko như vậy nhưng kệ người ta, mỗi người mỗi sở thích, chưa chắc mình đã giàu hơn họ"
1123,Nhà bố mày thích thế đấy ! Cmay ý kiến... bố dell care oke 🐧
1124,Nhìn ảnh lại nhớ bà nội bà ngoại của con 😓
1125,Chúc cụ luôn mạnh khoẻ và bình an. 🥹
1126,"Thật ra sống lâu quá cũng không phải là tốt. Nhiều khi tóc bạc đưa tiễn tóc xanh, mà nỗi đau đó thì quá lớn"
1127,"Nhìn cụ làm mình lại nhớ lại 1 năm trước bác mất, đúng ngày cưới của con trai nên cả nhà đành nén nước mắt vào trong tổ chức đám cưới trước. Ông mình phải bản lĩnh lắm khi ra tiếp khách vui cười rồi lại về sau nhà lén khóc. Sau khi bác mất trí nhớ ông cũng giảm nhiều vì cú sốc tinh thần quá lớn."
1128,Trong mắt ba mẹ thì con cái dù nhiều tuổi thế nào thì vẫn là em bé. 😔
1129,Thương cụ thật...
